ID_BVOTE,SCRUTIN,ANNEE,TOUR,DATE,NUM_CIRC,NUM_QUARTIER,NUM_ARROND,NUM_BUREAU,NB_PROCU,NB_INSCR,NB_EMARG,NB_VOTANT,NB_BLANC,NB_NUL,NB_EXPRIM,M. PENG Chang Hua,M. COUMET Jérôme,M. OLIVIER Jean-Baptiste,M. GRÉGOIRE Emmanuel,Mme MAZETIER Sandrine,Mme MONTANDON Valérie,Mme HERVIEU Céline    ,M. GANTZER Gaspard    ,M. LECOQ Jean-Pierre    ,M. FORT Bertil,Mme CORDEBARD Alexandra    ,M. AMELLAL Karim,M. RUPIN Pacôme    ,M. VÉRON Aurélien,M. WEIL Ariel,Mme LEMARDELEY Marie-Christine,Mme BERTHOUT Florence,Mme Garnier Nelly,M. VAUGLIN François,M. POITOUX Guillaume,Mme IBLED Catherine,Mme EVREN Agnès,Mme TORANIAN Anouch,M. VILLANI Cédric,Mme CARRERE-GEE Marie-Claire,M. AZIERE Éric,PETIT Carine,M. SZPINER Francis,Mme SEBBAH Hanna,Mme BUZIN Agnès ,M. BOULARD Geoffroy    ,Mme TAÏEB Karen,M. ROUXEL Olivier,DAGNAUD François,Mme TOUBIANA Marie,LEJOINDRE Eric,BOURNAZEL Pierre-Yves,M. GRANIER Rudolph,M. PLIEZ Eric,M. DIDIER François-Marie,Mme SIMONNET Danielle,Mme CALANDRA Frédérique,Mme D'HAUTESERRE Jeanne,Mme LÉCUYER Catherine   ,Mme MICHEL Athénaïs,Mme SEGOND Sophie    ,M. MAURIN Pierre,Mme BURKLI Delphine,M. NGATCHA Arnaud
17-59,Municipales,2020,2,2020-06-28,4,65,17,59,25,1533,512,512,8,1,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,343.0,90.0,,,,,,,,,,,,,,,,,
17-60,Municipales,2020,2,2020-06-28,4,65,17,60,29,1454,543,543,10,0,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,346.0,116.0,,,,,,,,,,,,,,,,,
17-61,Municipales,2020,2,2020-06-28,4,65,17,61,47,1478,579,579,6,1,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,411.0,78.0,,,,,,,,,,,,,,,,,
17-62,Municipales,2020,2,2020-06-28,4,65,17,62,49,1473,620,620,11,8,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,381.0,122.0,,,,,,,,,,,,,,,,,
17-63,Municipales,2020,2,2020-06-28,4,65,17,63,39,1492,517,517,4,2,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,324.0,115.0,,,,,,,,,,,,,,,,,
17-64,Municipales,2020,2,2020-06-28,4,65,17,64,32,1491,574,575,6,2,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,388.0,92.0,,,,,,,,,,,,,,,,,
17-65,Municipales,2020,2,2020-06-28,4,65,17,65,36,1383,532,533,6,4,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,333.0,102.0,,,,,,,,,,,,,,,,,
17-66,Municipales,2020,2,2020-06-28,4,65,17,66,20,1644,563,563,8,3,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,352.0,119.0,,,,,,,,,,,,,,,,,
17-67,Municipales,2020,2,2020-06-28,4,65,17,67,41,1615,584,584,2,0,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,371.0,123.0,,,,,,,,,,,,,,,,,
3-1,Municipales,2020,2,2020-06-28,5,10,3,1,24,1411,578,578,8,3,567,,,,,,,,,,,,,73.0,147.0,347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-2,Municipales,2020,2,2020-06-28,5,10,3,2,31,1547,600,600,7,6,587,,,,,,,,,,,,,67.0,124.0,396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-3,Municipales,2020,2,2020-06-28,5,10,3,3,30,1312,540,540,12,4,524,,,,,,,,,,,,,72.0,151.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-4,Municipales,2020,2,2020-06-28,5,10,3,4,33,1416,578,578,8,3,567,,,,,,,,,,,,,88.0,150.0,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-5,Municipales,2020,2,2020-06-28,5,11,3,5,34,1266,519,519,4,3,512,,,,,,,,,,,,,78.0,168.0,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-6,Municipales,2020,2,2020-06-28,5,11,3,6,39,1396,574,574,9,4,561,,,,,,,,,,,,,76.0,197.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-7,Municipales,2020,2,2020-06-28,5,11,3,7,43,1460,604,604,9,3,592,,,,,,,,,,,,,83.0,213.0,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-8,Municipales,2020,2,2020-06-28,5,11,3,8,56,1323,587,587,9,9,569,,,,,,,,,,,,,91.0,212.0,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-9,Municipales,2020,2,2020-06-28,5,12,3,9,36,1649,707,707,8,6,693,,,,,,,,,,,,,100.0,195.0,398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-10,Municipales,2020,2,2020-06-28,5,12,3,10,43,1682,655,655,10,2,643,,,,,,,,,,,,,68.0,169.0,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-11,Municipales,2020,2,2020-06-28,5,12,3,11,47,1571,640,640,11,4,625,,,,,,,,,,,,,108.0,173.0,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-12,Municipales,2020,2,2020-06-28,5,9,3,12,27,1450,553,553,7,3,543,,,,,,,,,,,,,68.0,122.0,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-13,Municipales,2020,2,2020-06-28,5,9,3,13,29,1543,548,548,6,3,539,,,,,,,,,,,,,59.0,100.0,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-14,Municipales,2020,2,2020-06-28,5,9,3,14,67,1676,705,705,4,3,698,,,,,,,,,,,,,105.0,157.0,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-15,Municipales,2020,2,2020-06-28,5,9,3,15,45,1479,605,605,9,4,592,,,,,,,,,,,,,73.0,178.0,341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-1,Municipales,2020,2,2020-06-28,16,76,19,1,22,1573,510,510,7,2,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,343.0,120.0,,,,,,,,,,,,,,
19-2,Municipales,2020,2,2020-06-28,16,76,19,2,31,1499,460,460,7,5,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,344.0,75.0,,,,,,,,,,,,,,
19-3,Municipales,2020,2,2020-06-28,16,76,19,3,13,1110,367,367,6,3,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,221.0,100.0,,,,,,,,,,,,,,
19-4,Municipales,2020,2,2020-06-28,16,76,19,4,23,1316,468,468,6,5,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,323.0,85.0,,,,,,,,,,,,,,
19-5,Municipales,2020,2,2020-06-28,16,76,19,5,43,1339,483,483,4,2,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,295.0,114.0,,,,,,,,,,,,,,
19-6,Municipales,2020,2,2020-06-28,16,76,19,6,38,1369,497,496,7,7,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,316.0,109.0,,,,,,,,,,,,,,
19-7,Municipales,2020,2,2020-06-28,17,76,19,7,8,1376,508,508,10,10,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,290.0,151.0,,,,,,,,,,,,,,
19-8,Municipales,2020,2,2020-06-28,17,76,19,8,16,1341,381,381,11,9,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,230.0,99.0,,,,,,,,,,,,,,
19-9,Municipales,2020,2,2020-06-28,16,76,19,9,18,1733,617,617,12,5,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,411.0,129.0,,,,,,,,,,,,,,
19-10,Municipales,2020,2,2020-06-28,16,76,19,10,33,1627,644,644,11,6,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,473.0,110.0,,,,,,,,,,,,,,
19-11,Municipales,2020,2,2020-06-28,16,76,19,11,23,1612,609,609,10,3,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,444.0,105.0,,,,,,,,,,,,,,
19-12,Municipales,2020,2,2020-06-28,16,76,19,12,28,1638,674,674,8,1,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,525.0,99.0,,,,,,,,,,,,,,
19-13,Municipales,2020,2,2020-06-28,16,76,19,13,68,1698,628,628,11,5,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,470.0,100.0,,,,,,,,,,,,,,
19-14,Municipales,2020,2,2020-06-28,16,76,19,14,50,1723,579,579,7,0,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,462.0,72.0,,,,,,,,,,,,,,
19-15,Municipales,2020,2,2020-06-28,16,76,19,15,26,1460,582,582,14,2,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,428.0,87.0,,,,,,,,,,,,,,
19-16,Municipales,2020,2,2020-06-28,16,76,19,16,41,1678,652,652,2,10,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,468.0,116.0,,,,,,,,,,,,,,
19-17,Municipales,2020,2,2020-06-28,16,76,19,17,40,1491,576,576,4,2,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,365.0,145.0,,,,,,,,,,,,,,
19-18,Municipales,2020,2,2020-06-28,16,75,19,18,9,785,202,202,4,9,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,125.0,51.0,,,,,,,,,,,,,,
19-19,Municipales,2020,2,2020-06-28,16,75,19,19,15,1254,246,246,7,9,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,142.0,63.0,,,,,,,,,,,,,,
19-20,Municipales,2020,2,2020-06-28,16,75,19,20,10,1485,369,369,14,6,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,193.0,125.0,,,,,,,,,,,,,,
19-21,Municipales,2020,2,2020-06-28,16,75,19,21,30,1624,510,510,7,2,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,370.0,93.0,,,,,,,,,,,,,,
19-22,Municipales,2020,2,2020-06-28,16,75,19,22,3,1482,306,306,5,9,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,179.0,81.0,,,,,,,,,,,,,,
19-23,Municipales,2020,2,2020-06-28,16,75,19,23,8,1569,449,449,8,4,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,302.0,94.0,,,,,,,,,,,,,,
19-24,Municipales,2020,2,2020-06-28,16,75,19,24,12,1509,448,448,10,9,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,241.0,138.0,,,,,,,,,,,,,,
19-25,Municipales,2020,2,2020-06-28,16,75,19,25,33,1571,535,535,6,6,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,374.0,111.0,,,,,,,,,,,,,,
19-26,Municipales,2020,2,2020-06-28,16,75,19,26,26,1458,479,479,5,12,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,313.0,110.0,,,,,,,,,,,,,,
19-27,Municipales,2020,2,2020-06-28,16,75,19,27,23,1784,554,554,10,6,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,367.0,138.0,,,,,,,,,,,,,,
19-28,Municipales,2020,2,2020-06-28,16,75,19,28,44,1663,622,622,6,7,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,391.0,140.0,,,,,,,,,,,,,,
19-29,Municipales,2020,2,2020-06-28,16,75,19,29,18,1444,457,457,13,2,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,292.0,100.0,,,,,,,,,,,,,,
19-30,Municipales,2020,2,2020-06-28,16,75,19,30,28,1571,632,632,11,4,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,403.0,154.0,,,,,,,,,,,,,,
19-31,Municipales,2020,2,2020-06-28,16,75,19,31,19,1510,566,566,15,5,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,400.0,102.0,,,,,,,,,,,,,,
19-32,Municipales,2020,2,2020-06-28,16,75,19,32,37,1508,658,658,10,5,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,487.0,96.0,,,,,,,,,,,,,,
19-33,Municipales,2020,2,2020-06-28,16,75,19,33,15,1412,383,383,9,6,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,243.0,89.0,,,,,,,,,,,,,,
19-34,Municipales,2020,2,2020-06-28,16,75,19,34,24,1313,471,471,12,1,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,301.0,113.0,,,,,,,,,,,,,,
19-35,Municipales,2020,2,2020-06-28,16,75,19,35,10,1114,281,281,4,9,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,174.0,64.0,,,,,,,,,,,,,,
19-36,Municipales,2020,2,2020-06-28,16,75,19,36,14,1358,439,439,10,12,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,271.0,106.0,,,,,,,,,,,,,,
19-37,Municipales,2020,2,2020-06-28,16,75,19,37,10,1387,359,359,8,7,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,229.0,96.0,,,,,,,,,,,,,,
19-38,Municipales,2020,2,2020-06-28,16,75,19,38,21,1407,443,443,12,5,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,304.0,88.0,,,,,,,,,,,,,,
19-39,Municipales,2020,2,2020-06-28,16,75,19,39,17,1453,493,493,11,5,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,336.0,106.0,,,,,,,,,,,,,,
19-40,Municipales,2020,2,2020-06-28,16,75,19,40,14,1407,383,383,10,7,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,231.0,102.0,,,,,,,,,,,,,,
19-41,Municipales,2020,2,2020-06-28,16,74,19,41,14,1487,377,377,14,6,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,209.0,111.0,,,,,,,,,,,,,,
19-42,Municipales,2020,2,2020-06-28,16,74,19,42,3,1209,248,248,2,4,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,164.0,56.0,,,,,,,,,,,,,,
19-43,Municipales,2020,2,2020-06-28,16,74,19,43,5,1398,271,271,4,1,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,151.0,85.0,,,,,,,,,,,,,,
19-44,Municipales,2020,2,2020-06-28,16,74,19,44,7,1534,342,342,17,5,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,179.0,111.0,,,,,,,,,,,,,,
19-45,Municipales,2020,2,2020-06-28,16,74,19,45,22,1570,457,457,9,13,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,294.0,107.0,,,,,,,,,,,,,,
19-46,Municipales,2020,2,2020-06-28,16,74,19,46,15,1847,561,561,13,4,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,363.0,130.0,,,,,,,,,,,,,,
19-47,Municipales,2020,2,2020-06-28,16,74,19,47,37,1875,624,624,11,3,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,393.0,152.0,,,,,,,,,,,,,,
19-48,Municipales,2020,2,2020-06-28,16,74,19,48,26,1876,620,620,8,8,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,440.0,122.0,,,,,,,,,,,,,,
19-49,Municipales,2020,2,2020-06-28,16,74,19,49,10,1648,498,498,5,8,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,336.0,110.0,,,,,,,,,,,,,,
19-50,Municipales,2020,2,2020-06-28,16,74,19,50,16,1099,351,351,4,6,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,235.0,60.0,,,,,,,,,,,,,,
19-51,Municipales,2020,2,2020-06-28,17,73,19,51,15,1582,372,372,11,6,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,198.0,118.0,,,,,,,,,,,,,,
19-52,Municipales,2020,2,2020-06-28,17,73,19,52,13,1550,450,450,11,7,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,282.0,104.0,,,,,,,,,,,,,,
19-53,Municipales,2020,2,2020-06-28,17,73,19,53,16,1493,399,399,11,3,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,228.0,112.0,,,,,,,,,,,,,,
19-54,Municipales,2020,2,2020-06-28,17,73,19,54,29,1569,507,507,1,3,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,358.0,90.0,,,,,,,,,,,,,,
19-55,Municipales,2020,2,2020-06-28,17,73,19,55,9,1500,338,338,8,5,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,204.0,87.0,,,,,,,,,,,,,,
19-56,Municipales,2020,2,2020-06-28,17,73,19,56,13,1412,418,418,12,5,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,255.0,117.0,,,,,,,,,,,,,,
19-57,Municipales,2020,2,2020-06-28,17,73,19,57,4,1363,300,300,7,2,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,163.0,103.0,,,,,,,,,,,,,,
19-58,Municipales,2020,2,2020-06-28,17,73,19,58,34,1611,602,602,13,6,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,417.0,115.0,,,,,,,,,,,,,,
19-59,Municipales,2020,2,2020-06-28,17,73,19,59,29,1584,549,549,13,6,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,354.0,123.0,,,,,,,,,,,,,,
19-60,Municipales,2020,2,2020-06-28,17,73,19,60,22,1622,523,523,10,5,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,376.0,94.0,,,,,,,,,,,,,,
19-61,Municipales,2020,2,2020-06-28,17,73,19,61,29,1514,488,488,10,3,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,346.0,99.0,,,,,,,,,,,,,,
19-62,Municipales,2020,2,2020-06-28,17,73,19,62,18,1623,483,483,11,5,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,331.0,105.0,,,,,,,,,,,,,,
19-63,Municipales,2020,2,2020-06-28,17,73,19,63,33,1483,446,446,5,6,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,277.0,108.0,,,,,,,,,,,,,,
19-64,Municipales,2020,2,2020-06-28,17,73,19,64,27,1607,517,517,3,4,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,351.0,121.0,,,,,,,,,,,,,,
19-65,Municipales,2020,2,2020-06-28,17,73,19,65,28,1517,501,501,8,9,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,310.0,127.0,,,,,,,,,,,,,,
19-66,Municipales,2020,2,2020-06-28,17,73,19,66,14,1596,550,550,5,6,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,372.0,123.0,,,,,,,,,,,,,,
19-67,Municipales,2020,2,2020-06-28,17,73,19,67,22,1668,469,469,11,8,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,332.0,80.0,,,,,,,,,,,,,,
19-68,Municipales,2020,2,2020-06-28,17,73,19,68,12,1596,442,442,11,5,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,270.0,116.0,,,,,,,,,,,,,,
19-69,Municipales,2020,2,2020-06-28,17,73,19,69,14,1593,402,402,8,3,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,279.0,82.0,,,,,,,,,,,,,,
19-70,Municipales,2020,2,2020-06-28,17,73,19,70,23,1359,393,393,6,4,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,228.0,108.0,,,,,,,,,,,,,,
19-71,Municipales,2020,2,2020-06-28,16,74,19,71,2,1171,268,268,9,2,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,143.0,92.0,,,,,,,,,,,,,,
18-1,Municipales,2020,2,2020-06-28,18,70,18,1,36,1571,604,603,6,7,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,109.0,122.0,,,,,,,,,,,
18-2,Municipales,2020,2,2020-06-28,18,70,18,2,27,1547,560,560,16,2,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,128.0,105.0,,,,,,,,,,,
18-3,Municipales,2020,2,2020-06-28,18,70,18,3,33,1520,588,588,13,3,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0,139.0,175.0,,,,,,,,,,,
18-4,Municipales,2020,2,2020-06-28,18,70,18,4,32,1833,671,671,23,9,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.0,114.0,153.0,,,,,,,,,,,
18-5,Municipales,2020,2,2020-06-28,18,70,18,5,21,1251,523,523,11,4,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.0,120.0,95.0,,,,,,,,,,,
18-6,Municipales,2020,2,2020-06-28,18,70,18,6,36,1486,570,570,8,7,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0,98.0,101.0,,,,,,,,,,,
18-7,Municipales,2020,2,2020-06-28,18,70,18,7,28,1432,525,525,7,7,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.0,76.0,74.0,,,,,,,,,,,
18-8,Municipales,2020,2,2020-06-28,18,70,18,8,21,1451,519,519,7,7,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.0,78.0,106.0,,,,,,,,,,,
18-9,Municipales,2020,2,2020-06-28,18,70,18,9,34,1622,587,587,12,6,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.0,82.0,101.0,,,,,,,,,,,
18-10,Municipales,2020,2,2020-06-28,18,70,18,10,41,1674,593,592,16,9,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.0,94.0,74.0,,,,,,,,,,,
18-11,Municipales,2020,2,2020-06-28,18,70,18,11,23,1601,597,597,13,7,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.0,89.0,117.0,,,,,,,,,,,
18-12,Municipales,2020,2,2020-06-28,18,70,18,12,15,1647,439,439,9,7,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.0,86.0,92.0,,,,,,,,,,,
18-13,Municipales,2020,2,2020-06-28,18,70,18,13,12,1149,287,287,6,6,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,41.0,73.0,,,,,,,,,,,
